1979-01-16,32,33.0944,34.000
1979-02-16,39,49.5495,34.000
1979-03-16,67,147.812,69.000
1979-04-16,99,201.867,99.000
1979-05-16,163,343.387,253.000
1979-06-16,105,275.587,269.000
1979-07-16,47,213.375,100.000
1979-08-16,27,84.8508,40.000
1979-09-16,19,49.6916,21.000
1979-10-16,18,40.1564,24.000
1979-11-16,18,33.5257,21.000
1979-12-16,18,29.4798,24.000
1980-01-16,139,226.478,139.000
1980-02-16,159,241.33,144.000
1980-03-16,131,205.963,101.000
1980-04-16,204,229.338,137.000
1980-05-16,284,370.173,283.000
1980-06-16,275,296.289,275.000
1980-07-16,199,348.055,228.000
1980-08-16,70,190.788,71.000
1980-09-16,35,81.7058,37.000
1980-10-16,27,50.1619,35.000
1980-11-16,24,38.3397,29.000
1980-12-16,29,33.8178,31.000
1981-01-16,26,28.5848,27.000
1981-02-16,32,23.6701,23.000
1981-03-16,43,47.5443,36.000
1981-04-16,68,115.896,55.000
1981-05-16,91,175.289,113.000
1981-06-16,66,144.05,66.000
1981-07-16,25,77.6649,24.000
1981-08-16,16,50.5333,14.000
1981-09-16,12,38.7202,10.000
1981-10-16,14,34.5151,11.000
1981-11-16,18,28.3838,12.000
1981-12-16,21,24.4901,16.000
1982-01-16,34,21.6661,19.000
1982-02-16,50,34.3652,32.000
1982-03-16,71,108.696,48.000
1982-04-16,203,216.324,132.000
1982-05-16,253,313.001,218.000
1982-06-16,195,243.503,151.000
1982-07-16,125,167.514,71.000
1982-08-16,58,135.951,67.000
1982-09-16,61,69.1179,37.000
1982-10-16,45,64.4423,47.000
1982-11-16,55,56.3828,66.000
1982-12-16,74,76.392,74.000
1983-01-16,81,108.882,69.000
1983-02-16,121,179.786,101.000
1983-03-16,227,397.513,227.000
1983-04-16,182,251.327,144.000
1983-05-16,466,393.293,284.000
1983-06-16,567,736.225,567.000
1983-07-16,285,401.032,252.000
1983-08-16,153,211.75,82.000
1983-09-16,61,87.594,46.000
1983-10-16,47,60.4562,45.000
1983-11-16,66,49.433,55.000
1983-12-16,94,95.7794,81.000
1984-01-16,69,128.972,69.000
1984-02-16,54,104.88,51.000
1984-03-16,77,138.886,67.000
1984-04-16,88,165.291,68.000
1984-05-16,159,164.753,91.000
1984-06-16,91,194.223,101.000
1984-07-16,72,113.077,38.000
1984-08-16,46,62.6437,23.000
1984-09-16,27,45.6617,16.000
1984-10-16,26,39.0529,18.000
1984-11-16,34,32.565,19.000
1984-12-16,35,30.6528,26.000
1985-01-16,37,31.3762,32.000
1985-02-16,37,32.7759,30.000
1985-03-16,49,80.1717,44.000
1985-04-16,134,193.023,94.000
1985-05-16,147,255.73,161.000
1985-06-16,100,175.487,100.000
1985-07-16,39,101.193,36.000
1985-08-16,23,56.6765,22.000
1985-09-16,17,40.9401,12.000
1985-10-16,16,36.1964,14.000
1985-11-16,21,29.9015,15.000
1985-12-16,32,29.2408,23.000
1986-01-16,40,43.2802,37.000
1986-02-16,144,256.286,159.000
1986-03-16,196,303.897,180.000
1986-04-16,199,307.111,224.000
1986-05-16,284,387.145,284.000
1986-06-16,250,350.927,337.000
1986-07-16,108,244.197,125.000
1986-08-16,46,95.4601,46.000
1986-09-16,24,52.3487,26.000
1986-10-16,32,41.2382,25.000
1986-11-16,23,34.3119,23.000
1986-12-16,23,30.2205,26.000
1987-01-16,24,26.0128,25.000
1987-02-16,27,25.6988,25.000
1987-03-16,37,69.5645,38.000
1987-04-16,55,132.951,64.000
1987-05-16,73,178.99,123.000
1987-06-16,58,92.2924,41.000
1987-07-16,26,64.3229,22.000
1987-08-16,13,46.4147,13.000
1987-09-16,10,37.2823,10.000
1987-10-16,12,33.127,10.000
1987-11-16,13,27.1204,12.000
1987-12-16,15,23.8732,15.000
1988-01-16,21,24.3163,23.000
1988-02-16,19,31.1645,27.000
1988-03-16,28,71.2611,38.000
1988-04-16,39,105.025,54.000
1988-05-16,57,109.452,71.000
1988-06-16,42,124.462,57.000
1988-07-16,20,94.665,31.000
1988-08-16,14,53.3117,15.000
1988-09-16,11,39.9206,11.000
