1979-01-16,130,312.734,275.000
1979-02-16,170,326.859,299.000
1979-03-16,315,451.796,400.000
1979-04-16,296,329.85,328.000
1979-05-16,521,321.58,499.000
1979-06-16,133,187.337,144.000
1979-07-16,28,90.1337,41.000
1979-08-16,20,55.7272,20.000
1979-09-16,32,41.884,20.000
1979-10-16,36,36.8003,29.000
1979-11-16,74,34.2152,67.000
1979-12-16,127,71.6391,135.000
1980-01-16,946,902.432,946.000
1980-02-16,599,643.506,599.000
1980-03-16,316,452.61,403.000
1980-04-16,336,206.067,219.000
1980-05-16,397,192.124,282.000
1980-06-16,224,126.527,103.000
1980-07-16,86,84.8095,35.000
1980-08-16,25,54.5108,16.000
1980-09-16,19,41.6276,19.000
1980-10-16,21,37.0154,30.000
1980-11-16,25,32.1677,43.000
1980-12-16,55,30.5833,46.000
1981-01-16,101,32.2472,48.000
1981-02-16,166,141.202,127.000
1981-03-16,227,281.584,245.000
1981-04-16,249,262.513,311.000
1981-05-16,179,159.798,205.000
1981-06-16,47,83.1521,61.000
1981-07-16,17,58.6598,22.000
1981-08-16,12,45.5849,12.000
1981-09-16,0,36.2712,11.000
1981-10-16,40,33.2747,20.000
1981-11-16,613,365.844,613.000
1981-12-16,777,799.132,912.000
1982-01-16,376,466.163,452.000
1982-02-16,669,594.697,566.000
1982-03-16,468,491.479,504.000
1982-04-16,885,713.761,822.000
1982-05-16,636,422.864,621.000
1982-06-16,305,259.122,406.000
1982-07-16,101,134.372,101.000
1982-08-16,26,63.3758,45.000
1982-09-16,29,45.3695,29.000
1982-10-16,119,42.2701,47.000
1982-11-16,191,109.287,213.000
1982-12-16,361,450.043,515.000
1983-01-16,310,397.956,326.000
1983-02-16,566,601.627,566.000
1983-03-16,926,902.451,993.000
1983-04-16,428,423.013,457.000
1983-05-16,715,424.51,636.000
1983-06-16,713,444.523,713.000
1983-07-16,275,327.058,275.000
1983-08-16,62,112.167,62.000
1983-09-16,33,56.9126,40.000
1983-10-16,51,45.031,61.000
1983-11-16,519,323.287,519.000
1983-12-16,816,686.465,854.000
1984-01-16,308,404.571,354.000
1984-02-16,244,248.542,227.000
1984-03-16,326,301.905,315.000
1984-04-16,255,249.152,292.000
1984-05-16,396,255.534,396.000
1984-06-16,175,236.444,305.000
1984-07-16,41,102.563,67.000
1984-08-16,14,56.7547,22.000
1984-09-16,19,42.7712,20.000
1984-10-16,34,37.7257,36.000
1984-11-16,172,54.0578,172.000
1984-12-16,97,160.1,202.000
1985-01-16,61,119.67,124.000
1985-02-16,127,154.846,137.000
1985-03-16,162,203.015,172.000
1985-04-16,328,266.799,317.000
